YEAR	CROPCODE	CROP_DESC	GEWASHOOFDGROEPENGELS	DIV_CROPGROUP	DIV_CROPGROUP_DESC	MON_CROPGROUP_ORIG	MON_CROPGROUP	MON_CROPGROUP_DESC	MON_LC_GROUP_NL	MON_LC_GROUP_ORIG	MON_LC_GROUP	MON_LC_GROUP_DESC	LC_MIDDENDETAIL	LC_MIDDENDETAIL_DESC	MON_EARLY_LATE	IS_VROEG	IS_PERM_TEELT	IS_PERM_BEDEKKING	IS_BOUWLAND	IS_SUBSIDIABEL	IS_NIETSUBSIDIABEL	IGNORE_ERASE_LAYER
2023	901	Aardappelen (geplande oogst vanaf 1/9)	MON_LC_ARABLE	DIV_AARDAPPELEN	Aardappelen	MON_AARDAPPELEN	MON_AARDAPPELEN	Aardappelen	MON_TYPE_BOUWLAND	MON_LC_ARABLE	MON_LC_ARABLE	bouwland	LC_MD_AARDAPPELEN	Aardappelen	MON_TEELTEN_LATE	0	0	0	1	1	0	0
2023	904	Aardappelen (geplande oogst voor 1/9)	MON_LC_ARABLE	DIV_AARDAPPELEN	Aardappelen	MON_AARDAPPELEN	MON_AARDAPPELEN	Aardappelen	MON_TYPE_BOUWLAND	MON_LC_ARABLE	MON_LC_ARABLE	bouwland	LC_MD_AARDAPPELEN	Aardappelen	MON_TEELTEN_VROEGE	1	0	0	1	1	0	0
2023	906	Zoete aardappel	MON_LC_ARABLE	DIV_BATATEN	Bataten	MON_BATATEN	MON_BATATEN	Bataten	MON_TYPE_BOUWLAND	MON_LC_ARABLE	MON_LC_ARABLE	bouwland	LC_MD_GROEN_KRU_SIE	Groenten, kruiden en sierplanten	MON_TEELTEN_LATE	0	0	0	1	1	0	0
2023	907	Aardappelen (gecertificeerd pootgoed)	MON_LC_ARABLE	DIV_AARDAPPELEN	Aardappelen	MON_AARDAPPELEN	MON_AARDAPPELEN	Aardappelen	MON_TYPE_BOUWLAND	MON_LC_ARABLE	MON_LC_ARABLE	bouwland	LC_MD_AARDAPPELEN	Aardappelen	MON_TEELTEN_LATE	0	0	0	1	1	0	0
2023	908	Aardappelen (hoevepootgoed)	MON_LC_ARABLE	DIV_AARDAPPELEN	Aardappelen	MON_AARDAPPELEN	MON_AARDAPPELEN	Aardappelen	MON_TYPE_BOUWLAND	MON_LC_ARABLE	MON_LC_ARABLE	bouwland	LC_MD_AARDAPPELEN	Aardappelen	MON_TEELTEN_LATE	0	0	0	1	1	0	0
2023	921	Vezelvlas (bestemd voor vezelproductie)	MON_LC_ARABLE	DIV_VLAS	Vlas	MON_VLAS	MON_VLAS	Vlas	MON_TYPE_BOUWLAND	MON_LC_ARABLE	MON_LC_ARABLE	bouwland	LC_MD_VLAS_HENNEP	Vlas en hennep	MON_TEELTEN_VROEGE	1	0	0	1	1	0	0
2023	922	Vezelhennep (bestemd voor vezelproductie)	MON_LC_ARABLE	DIV_HENNEP	Hennep	MON_HENNEP	MON_HENNEP	Hennep	MON_TYPE_BOUWLAND	MON_LC_ARABLE	MON_LC_ARABLE	bouwland	LC_MD_VLAS_HENNEP	Vlas en hennep	MON_TEELTEN_VROEGE	1	0	0	1	1	0	0
2023	923	Wintervlas (vezelproductie en industriële toepassingen)	MON_LC_ARABLE	DIV_VLAS_WINTER	Vlas_winter	MON_VLAS_WINTER	MON_VLAS_WINTER	Wintervlas	MON_TYPE_BOUWLAND	MON_LC_ARABLE	MON_LC_ARABLE	bouwland	LC_MD_VLAS_HENNEP	Vlas en hennep	MON_TEELTEN_VROEGE	1	0	0	1	1	0	0
2023	931	Erwten (andere dan droog geoogst) - vers	MON_LC_FABACEAE	DIV_ERWTEN	Erwten	MON_ERWTEN	MON_ERWTEN	Erwten	MON_TYPE_VLINDERBLOEMIGEN	MON_LC_FABACEAE	MON_LC_FABACEAE	vlinderbloemigen	LC_MD_GROEN_KRU_SIE	Groenten, kruiden en sierplanten	MON_TEELTEN_VROEGE	1	0	0	1	1	0	0
2023	932	Tuin- en veldbonen (Vicia faba) - vers	MON_LC_FABACEAE	DIV_WIKKEN	Wikken	MON_WIKKEN	MON_WIKKEN	Wikken	MON_TYPE_VLINDERBLOEMIGEN	MON_LC_FABACEAE	MON_LC_FABACEAE	vlinderbloemigen	LC_MD_GROEN_KRU_SIE	Groenten, kruiden en sierplanten	MON_TEELTEN_LATE	0	0	0	1	1	0	0
2023	933	Kikkererwten	MON_LC_UNKNOWN	DIV_KIKKERERWTEN	Kikkererwten (Cicer)	MON_ONBEKEND_MET_KLASSIFICATIE	MON_ONBEKEND_MET_KLASSIFICATIE	Moeilijk met klassificatie	MON_TYPE_ONBEKEND_MET_KLASSIFICATIE	MON_LC_UNKNOWN	MON_LC_UNKNOWN	onbekend met klassificatie			MON_TEELTEN_VROEGE	1	0	0	1	1	0	0
2023	934	Linzen	MON_LC_UNKNOWN	DIV_LINZEN	Linzen	MON_ONBEKEND_MET_KLASSIFICATIE	MON_ONBEKEND_MET_KLASSIFICATIE	Moeilijk met klassificatie	MON_TYPE_ONBEKEND_MET_KLASSIFICATIE	MON_LC_UNKNOWN	MON_LC_UNKNOWN	onbekend met klassificatie			MON_TEELTEN_VROEGE	1	0	0	1	1	0	0
2023	951	Andere groenten - vers	MON_LC_ARABLE	DIV_ANDERE_SUBSIDIABELE_GEWASSEN_GROENTEN	Andere subsidiabele gewassen groenten - gebruik: gewasdiversificatie	MON_ANDERE_SUBSIDIABELE_GEWASSEN_GROENTEN	MON_ANDERE_SUBSIDIABELE_GEWASSEN_GROENTEN	Andere subsidiabele gewassen groenten - gebruik: perceelsmonitoring	MON_TYPE_BOUWLAND	MON_LC_ARABLE	MON_LC_ARABLE	bouwland	LC_MD_GROEN_KRU_SIE	Groenten, kruiden en sierplanten	MON_TEELTEN_LATE	0	0	0	1	1	0	0
2023	955	Graszoden	MON_LC_GRASSES	DIV_GRASSEN	Grassen	MON_GRASSEN	MON_GRASSEN	Grassen	MON_TYPE_GRASSEN	MON_LC_GRASSES	MON_LC_GRASSES	grassen	LC_MD_GRASLAND	Grasland	MON_TEELTEN_LATE	0	0	1	1	1	0	0
2023	956	Andere kruiden - vers	MON_LC_ARABLE	DIV_ANDERE_SUBSIDIABELE_GEWASSEN_AKKERBOUW	Andere subsidiabele gewassen akkerbouw - gebruik: gewasdiversificatie	MON_ANDERE_SUBSIDIABELE_GEWASSEN_AKKERBOUW	MON_ANDERE_SUBSIDIABELE_GEWASSEN_AKKERBOUW	Andere subsidiabele gewassen akkerbouw - gebruik: perceelsmonitoring	MON_TYPE_BOUWLAND	MON_LC_ARABLE	MON_LC_ARABLE	bouwland	LC_MD_GROEN_KRU_SIE	Groenten, kruiden en sierplanten	MON_TEELTEN_LATE	0	0	0	1	1	0	0
2023	957	Geneeskrachtige en aromatische planten en kruiden	MON_LC_ARABLE	DIV_ANDERE_SUBSIDIABELE_GEWASSEN_AKKERBOUW	Andere subsidiabele gewassen akkerbouw - gebruik: gewasdiversificatie	MON_ANDERE_SUBSIDIABELE_GEWASSEN_AKKERBOUW	MON_ANDERE_SUBSIDIABELE_GEWASSEN_AKKERBOUW	Andere subsidiabele gewassen akkerbouw - gebruik: perceelsmonitoring	MON_TYPE_BOUWLAND	MON_LC_ARABLE	MON_LC_ARABLE	bouwland	LC_MD_GROEN_KRU_SIE	Groenten, kruiden en sierplanten	MON_TEELTEN_LATE	0	0	0	1	1	0	0
2023	959	Peterselie - vers	MON_LC_ARABLE	DIV_PETERSELIE	Peterselie	MON_PETERSELIE	MON_PETERSELIE	Peterselie	MON_TYPE_BOUWLAND	MON_LC_ARABLE	MON_LC_ARABLE	bouwland	LC_MD_GROEN_KRU_SIE	Groenten, kruiden en sierplanten	MON_TEELTEN_LATE	0	0	0	1	1	0	0
2023	960	Kervel - vers	MON_LC_ARABLE	DIV_KERVEL	Kervel	MON_KERVEL	MON_KERVEL	Kervel	MON_TYPE_BOUWLAND	MON_LC_ARABLE	MON_LC_ARABLE	bouwland	LC_MD_GROEN_KRU_SIE	Groenten, kruiden en sierplanten	MON_TEELTEN_LATE	0	0	0	1	1	0	0
2023	961	Wortelpeterselie - vers verbruik	MON_LC_ARABLE	DIV_PETERSELIE	Peterselie	MON_PETERSELIE	MON_PETERSELIE	Peterselie	MON_TYPE_BOUWLAND	MON_LC_ARABLE	MON_LC_ARABLE	bouwland	LC_MD_GROEN_KRU_SIE	Groenten, kruiden en sierplanten	MON_TEELTEN_LATE	0	0	0	1	1	0	0
2023	962	Kerstbomen	MON_LC_BOS			MON_BOS	MON_BOS	MON_BOS	MON_TYPE_BOS	MON_LC_BOS	MON_LC_BOS	bos	LC_MD_GROEN_KRU_SIE	Groenten, kruiden en sierplanten	MON_TEELTEN_LATE	0	1	1	0	1	0	1
2023	963	Wijmenaanplantingen	MON_LC_IGNORE_DIFFICULT_PERMANENT_CLASS			MON_WIJMEN	MON_WIJMEN	MON_WIJMEN	MON_TYPE_MOEILIJK_ZONDER_KLASSIFICATIE	MON_LC_IGNORE_DIFFICULT_PERMANENT_CLASS	MON_LC_IGNORE_DIFFICULT_PERMANENT_CLASS	moeilijk zonder klassificatie	LC_MD_HOUTACHTIG	Houtachtige gewassen	MON_TEELTEN_LATE	0	1	1	0	1	0	0
2023	964	Basilicum - vers verbruik	MON_LC_ARABLE	DIV_BASILICUM	Basilicum	MON_BASILICUM	MON_BASILICUM	Basilicum	MON_TYPE_BOUWLAND	MON_LC_ARABLE	MON_LC_ARABLE	bouwland	LC_MD_GROEN_KRU_SIE	Groenten, kruiden en sierplanten	MON_TEELTEN_LATE	0	0	0	1	1	0	0
2023	965	Bieslook - vers verbruik	MON_LC_ARABLE	DIV_LOOKACHTIGEN	Lookachtigen	MON_LOOKACHTIGEN	MON_LOOKACHTIGEN	Lookachtigen	MON_TYPE_BOUWLAND	MON_LC_ARABLE	MON_LC_ARABLE	bouwland	LC_MD_GROEN_KRU_SIE	Groenten, kruiden en sierplanten	MON_TEELTEN_LATE	0	0	0	1	1	0	0
2023	972	Andere eenjarige fruitteelten	MON_LC_UNKNOWN	DIV_ANDERE_SUBSIDIABELE_GEWASSEN_FRUIT	Andere subsidiabele gewassen fruit - gebruik: gewasdiversificatie	MON_ONBEKEND_MET_KLASSIFICATIE	MON_ONBEKEND_MET_KLASSIFICATIE	Moeilijk met klassificatie	MON_TYPE_ONBEKEND_MET_KLASSIFICATIE	MON_LC_UNKNOWN	MON_LC_UNKNOWN	onbekend met klassificatie	LC_MD_FRUIT_NOTEN	Fruit en Noten	MON_TEELTEN_LATE	0	0	0	1	1	0	0
2023	983	Engelwortel - industrie	MON_LC_ARABLE	DIV_ENGELWORTEL	Engelwortel	MON_ENGELWORTEL	MON_ENGELWORTEL	Engelwortel	MON_TYPE_BOUWLAND	MON_LC_ARABLE	MON_LC_ARABLE	bouwland	LC_MD_GROEN_KRU_SIE	Groenten, kruiden en sierplanten	MON_TEELTEN_VROEGE	1	0	0	1	1	0	0
2023	999	Niet nader omschreven gewas - kleine landbouwer	MON_LC_UNKNOWN			MON_ONBEKEND_MET_KLASSIFICATIE	MON_ONBEKEND_MET_KLASSIFICATIE	Moeilijk met klassificatie	MON_TYPE_ONBEKEND_MET_KLASSIFICATIE	MON_LC_UNKNOWN	MON_LC_UNKNOWN	onbekend met klassificatie	LC_MD_OVERIGE	Overige gewassen	MON_TEELTEN_VROEGE	1	0	0	0	0	0	0
2023	4111	Winterkoolzaad	MON_LC_ARABLE	DIV_KOOLZAAD_WINTER	Winterkoolzaad	MON_KOOLZAAD_WINTER	MON_KOOLZAAD_WINTER	Winterkoolzaad	MON_TYPE_BOUWLAND	MON_LC_ARABLE	MON_LC_ARABLE	bouwland	LC_MD_GRA_ZA_PEUL	Granen, zaden en peulvruchten	MON_TEELTEN_VROEGE	1	0	0	1	1	0	0
2023	4112	Winterraapzaad	MON_LC_ARABLE	DIV_RAAPACHTIGEN_WINTER	Winterraapachtigen	MON_RAAPACHTIGEN_WINTER	MON_RAAPACHTIGEN_WINTER	Winterraapachtigen	MON_TYPE_BOUWLAND	MON_LC_ARABLE	MON_LC_ARABLE	bouwland	LC_MD_GRA_ZA_PEUL	Granen, zaden en peulvruchten	MON_TEELTEN_VROEGE	1	0	0	1	1	0	0
2023	4121	Zomerkoolzaad	MON_LC_ARABLE	DIV_KOOLZAAD	Koolzaad	MON_KOOLZAAD	MON_KOOLZAAD	Koolzaad	MON_TYPE_BOUWLAND	MON_LC_ARABLE	MON_LC_ARABLE	bouwland	LC_MD_GRA_ZA_PEUL	Granen, zaden en peulvruchten	MON_TEELTEN_VROEGE	1	0	0	1	1	0	0
2023	4122	Zomerraapzaad	MON_LC_ARABLE	DIV_RAAPACHTIGEN	Raapachtigen	MON_RAAPACHTIGEN	MON_RAAPACHTIGEN	Raapachtigen	MON_TYPE_BOUWLAND	MON_LC_ARABLE	MON_LC_ARABLE	bouwland	LC_MD_GRA_ZA_PEUL	Granen, zaden en peulvruchten	MON_TEELTEN_VROEGE	1	0	0	1	1	0	0
2023	6031	Zaaizaad wintertarwe of triticale	MON_LC_ARABLE	DIV_TARWE_WINTER	Wintertarwe	MON_TARWE_WINTER	MON_TARWE_WINTER	Wintertarwe	MON_TYPE_BOUWLAND	MON_LC_ARABLE	MON_LC_ARABLE	bouwland	LC_MD_GRA_ZA_PEUL	Granen, zaden en peulvruchten	MON_TEELTEN_VROEGE	1	0	0	1	1	0	0
2023	6041	Zaaizaad wintervlas	MON_LC_ARABLE	DIV_ANDERE_SUBSIDIABELE_GEWASSEN_AKKERBOUW	Andere subsidiabele gewassen akkerbouw - gebruik: gewasdiversificatie	MON_ANDERE_SUBSIDIABELE_GEWASSEN_AKKERBOUW	MON_ANDERE_SUBSIDIABELE_GEWASSEN_AKKERBOUW	Andere subsidiabele gewassen akkerbouw - gebruik: perceelsmonitoring	MON_TYPE_BOUWLAND	MON_LC_ARABLE	MON_LC_ARABLE	bouwland	LC_MD_GRA_ZA_PEUL	Granen, zaden en peulvruchten	MON_TEELTEN_VROEGE	1	0	0	1	1	0	0
2023	8409	Pastinaak - industrie	MON_LC_ARABLE	DIV_PASTINAAK	Pastinaak	MON_PASTINAAK	MON_PASTINAAK	Pastinaak	MON_TYPE_BOUWLAND	MON_LC_ARABLE	MON_LC_ARABLE	bouwland	LC_MD_GROEN_KRU_SIE	Groenten, kruiden en sierplanten	MON_TEELTEN_LATE	0	0	0	1	1	0	0
2023	8410	Stamslabonen/sperziebonen - industrie	MON_LC_FABACEAE	DIV_BONEN	Bonen	MON_BONEN	MON_BONEN	Bonen	MON_TYPE_VLINDERBLOEMIGEN	MON_LC_FABACEAE	MON_LC_FABACEAE	vlinderbloemigen	LC_MD_GROEN_KRU_SIE	Groenten, kruiden en sierplanten	MON_TEELTEN_VROEGE	1	0	0	1	1	0	0
2023	8411	Snijbonen - industrie	MON_LC_FABACEAE	DIV_BONEN	Bonen	MON_BONEN	MON_BONEN	Bonen	MON_TYPE_VLINDERBLOEMIGEN	MON_LC_FABACEAE	MON_LC_FABACEAE	vlinderbloemigen	LC_MD_GROEN_KRU_SIE	Groenten, kruiden en sierplanten	MON_TEELTEN_VROEGE	1	0	0	1	1	0	0
2023	8412	Flageolets (voor de boon) - industrie	MON_LC_FABACEAE	DIV_BONEN	Bonen	MON_BONEN	MON_BONEN	Bonen	MON_TYPE_VLINDERBLOEMIGEN	MON_LC_FABACEAE	MON_LC_FABACEAE	vlinderbloemigen	LC_MD_GROEN_KRU_SIE	Groenten, kruiden en sierplanten	MON_TEELTEN_VROEGE	1	0	0	1	1	0	0
2023	8456	Butternutpompoenen - industrie	MON_LC_ARABLE	DIV_MUSKAATPOMPOENEN	Muskaatpompoenen	MON_MUSKAATPOMPOENEN	MON_MUSKAATPOMPOENEN	Muskaatpompoenen	MON_TYPE_BOUWLAND	MON_LC_ARABLE	MON_LC_ARABLE	bouwland	LC_MD_GROEN_KRU_SIE	Groenten, kruiden en sierplanten	MON_TEELTEN_LATE	0	0	0	1	1	0	0
2023	8511	Asperges - industrie	MON_LC_IGNORE_DIFFICULT_PERMANENT_CLASS			MON_ASPERGES	MON_ASPERGES	MON_ASPERGES	MON_TYPE_MOEILIJK_ZONDER_KLASSIFICATIE	MON_LC_IGNORE_DIFFICULT_PERMANENT_CLASS	MON_LC_IGNORE_DIFFICULT_PERMANENT_CLASS	moeilijk zonder klassificatie	LC_MD_GROEN_KRU_SIE	Groenten, kruiden en sierplanten	MON_TEELTEN_VROEGE	1	1	0	0	1	0	0
2023	8512	Spruitkool - industrie	MON_LC_ARABLE	DIV_KOOLACHTIGEN	Koolachtigen	MON_KOOLACHTIGEN	MON_KOOLACHTIGEN	Koolachtigen	MON_TYPE_BOUWLAND	MON_LC_ARABLE	MON_LC_ARABLE	bouwland	LC_MD_GROEN_KRU_SIE	Groenten, kruiden en sierplanten	MON_TEELTEN_LATE	0	0	0	1	1	0	0
2023	8513	Sjalotten - industrie	MON_LC_ARABLE	DIV_LOOKACHTIGEN	Lookachtigen	MON_LOOKACHTIGEN	MON_LOOKACHTIGEN	Lookachtigen	MON_TYPE_BOUWLAND	MON_LC_ARABLE	MON_LC_ARABLE	bouwland	LC_MD_GROEN_KRU_SIE	Groenten, kruiden en sierplanten	MON_TEELTEN_VROEGE	1	0	0	1	1	0	0
2023	8514	Ajuinen (niet-vroege) - industrie	MON_LC_ARABLE	DIV_LOOKACHTIGEN	Lookachtigen	MON_LOOKACHTIGEN	MON_LOOKACHTIGEN	Lookachtigen	MON_TYPE_BOUWLAND	MON_LC_ARABLE	MON_LC_ARABLE	bouwland	LC_MD_GROEN_KRU_SIE	Groenten, kruiden en sierplanten	MON_TEELTEN_LATE	0	0	0	1	1	0	0
2023	8515	Witloof (forcerie) - industrie	MON_LC_ARABLE	DIV_CICHOREIACHTIGEN	Cichoreiachtigen	MON_CICHOREIACHTIGEN	MON_CICHOREIACHTIGEN	Cichoreiachtigen	MON_TYPE_BOUWLAND	MON_LC_ARABLE	MON_LC_ARABLE	bouwland	LC_MD_GROEN_KRU_SIE	Groenten, kruiden en sierplanten	MON_TEELTEN_LATE	0	0	0	1	1	0	0
2023	8517	Rabarber - industrie	MON_LC_IGNORE_DIFFICULT_PERMANENT_CLASS			MON_RABARBER	MON_RABARBER	MON_RABARBER	MON_TYPE_MOEILIJK_ZONDER_KLASSIFICATIE	MON_LC_IGNORE_DIFFICULT_PERMANENT_CLASS	MON_LC_IGNORE_DIFFICULT_PERMANENT_CLASS	moeilijk zonder klassificatie	LC_MD_GROEN_KRU_SIE	Groenten, kruiden en sierplanten	MON_TEELTEN_LATE	0	1	0	0	1	0	0
2023	8518	Kropsla - industrie	MON_LC_ARABLE	DIV_SLA	Sla	MON_SLA	MON_SLA	Sla	MON_TYPE_BOUWLAND	MON_LC_ARABLE	MON_LC_ARABLE	bouwland	LC_MD_GROEN_KRU_SIE	Groenten, kruiden en sierplanten	MON_TEELTEN_VROEGE	1	0	0	1	1	0	0
2023	8519	Spinazie - industrie	MON_LC_ARABLE	DIV_SPINAZIE	Spinazie	MON_SPINAZIE	MON_SPINAZIE	Spinazie	MON_TYPE_BOUWLAND	MON_LC_ARABLE	MON_LC_ARABLE	bouwland	LC_MD_GROEN_KRU_SIE	Groenten, kruiden en sierplanten	MON_TEELTEN_LATE	0	0	0	1	1	0	0
2023	8523	Bloemkool - industrie	MON_LC_ARABLE	DIV_KOOLACHTIGEN	Koolachtigen	MON_KOOLACHTIGEN	MON_KOOLACHTIGEN	Koolachtigen	MON_TYPE_BOUWLAND	MON_LC_ARABLE	MON_LC_ARABLE	bouwland	LC_MD_GROEN_KRU_SIE	Groenten, kruiden en sierplanten	MON_TEELTEN_VROEGE	1	0	0	1	1	0	0
2023	8524	Boerenkool - industrie	MON_LC_ARABLE	DIV_KOOLACHTIGEN	Koolachtigen	MON_KOOLACHTIGEN	MON_KOOLACHTIGEN	Koolachtigen	MON_TYPE_BOUWLAND	MON_LC_ARABLE	MON_LC_ARABLE	bouwland	LC_MD_GROEN_KRU_SIE	Groenten, kruiden en sierplanten	MON_TEELTEN_VROEGE	1	0	0	1	1	0	0
2023	8525	Broccoli - industrie	MON_LC_ARABLE	DIV_KOOLACHTIGEN	Koolachtigen	MON_KOOLACHTIGEN	MON_KOOLACHTIGEN	Koolachtigen	MON_TYPE_BOUWLAND	MON_LC_ARABLE	MON_LC_ARABLE	bouwland	LC_MD_GROEN_KRU_SIE	Groenten, kruiden en sierplanten	MON_TEELTEN_VROEGE	1	0	0	1	1	0	0
2023	8526	Chinese kool - industrie	MON_LC_ARABLE	DIV_RAAPACHTIGEN	Raapachtigen	MON_RAAPACHTIGEN	MON_RAAPACHTIGEN	Raapachtigen	MON_TYPE_BOUWLAND	MON_LC_ARABLE	MON_LC_ARABLE	bouwland	LC_MD_GROEN_KRU_SIE	Groenten, kruiden en sierplanten	MON_TEELTEN_VROEGE	1	0	0	1	1	0	0
2023	8527	Rode kool - industrie	MON_LC_ARABLE	DIV_KOOLACHTIGEN	Koolachtigen	MON_KOOLACHTIGEN	MON_KOOLACHTIGEN	Koolachtigen	MON_TYPE_BOUWLAND	MON_LC_ARABLE	MON_LC_ARABLE	bouwland	LC_MD_GROEN_KRU_SIE	Groenten, kruiden en sierplanten	MON_TEELTEN_LATE	0	0	0	1	1	0	0
2023	8528	Koolraap - industrie	MON_LC_ARABLE	DIV_KOOLRAAPACHTIGEN	Koolraapachtigen	MON_KOOLRAAPACHTIGEN	MON_KOOLRAAPACHTIGEN	Koolraapachtigen	MON_TYPE_BOUWLAND	MON_LC_ARABLE	MON_LC_ARABLE	bouwland	LC_MD_GROEN_KRU_SIE	Groenten, kruiden en sierplanten	MON_TEELTEN_LATE	0	0	0	1	1	0	0
2023	8529	Koolrabi - industrie	MON_LC_ARABLE	DIV_KOOLACHTIGEN	Koolachtigen	MON_KOOLACHTIGEN	MON_KOOLACHTIGEN	Koolachtigen	MON_TYPE_BOUWLAND	MON_LC_ARABLE	MON_LC_ARABLE	bouwland	LC_MD_GROEN_KRU_SIE	Groenten, kruiden en sierplanten	MON_TEELTEN_VROEGE	1	0	0	1	1	0	0
2023	8530	Raap - industrie	MON_LC_ARABLE	DIV_RAAPACHTIGEN	Raapachtigen	MON_RAAPACHTIGEN	MON_RAAPACHTIGEN	Raapachtigen	MON_TYPE_BOUWLAND	MON_LC_ARABLE	MON_LC_ARABLE	bouwland	LC_MD_GROEN_KRU_SIE	Groenten, kruiden en sierplanten	MON_TEELTEN_LATE	0	0	0	1	1	0	0
2023	8531	Radijs - industrie	MON_LC_ARABLE	DIV_RADIJSACHTIGEN	Radijsachtigen	MON_RADIJSACHTIGEN	MON_RADIJSACHTIGEN	Radijsachtigen	MON_TYPE_BOUWLAND	MON_LC_ARABLE	MON_LC_ARABLE	bouwland	LC_MD_GROEN_KRU_SIE	Groenten, kruiden en sierplanten	MON_TEELTEN_VROEGE	1	0	0	1	1	0	0
2023	8532	Rode biet - industrie	MON_LC_ARABLE	DIV_BIETEN	Bieten	MON_BIETEN	MON_BIETEN	Bieten	MON_TYPE_BOUWLAND	MON_LC_ARABLE	MON_LC_ARABLE	bouwland	LC_MD_GROEN_KRU_SIE	Groenten, kruiden en sierplanten	MON_TEELTEN_LATE	0	0	0	1	1	0	0
2023	8533	Schorseneer - industrie	MON_LC_ARABLE	DIV_SCHORSENEREN	Schorseneren	MON_SCHORSENEREN	MON_SCHORSENEREN	Schorseneren	MON_TYPE_BOUWLAND	MON_LC_ARABLE	MON_LC_ARABLE	bouwland	LC_MD_GROEN_KRU_SIE	Groenten, kruiden en sierplanten	MON_TEELTEN_LATE	0	0	0	1	1	0	0
2023	8534	(Knol)venkel - industrie	MON_LC_ARABLE	DIV_(KNOL)VENKEL	(Knol)venkel	MON_(KNOL)VENKEL	MON_(KNOL)VENKEL	(Knol)venkel	MON_TYPE_BOUWLAND	MON_LC_ARABLE	MON_LC_ARABLE	bouwland	LC_MD_GROEN_KRU_SIE	Groenten, kruiden en sierplanten	MON_TEELTEN_LATE	0	0	0	1	1	0	0
2023	8535	Wortel (niet-vroege) (consumptie) - industrie	MON_LC_ARABLE	DIV_WORTEL	Wortel	MON_WORTEL	MON_WORTEL	Wortel	MON_TYPE_BOUWLAND	MON_LC_ARABLE	MON_LC_ARABLE	bouwland	LC_MD_GROEN_KRU_SIE	Groenten, kruiden en sierplanten	MON_TEELTEN_LATE	0	0	0	1	1	0	0
2023	8537	Andijvie - industrie	MON_LC_ARABLE	DIV_CICHOREIACHTIGEN	Cichoreiachtigen	MON_CICHOREIACHTIGEN	MON_CICHOREIACHTIGEN	Cichoreiachtigen	MON_TYPE_BOUWLAND	MON_LC_ARABLE	MON_LC_ARABLE	bouwland	LC_MD_GROEN_KRU_SIE	Groenten, kruiden en sierplanten	MON_TEELTEN_VROEGE	1	0	0	1	1	0	0
2023	8538	Prei - industrie	MON_LC_ARABLE	DIV_LOOKACHTIGEN	Lookachtigen	MON_LOOKACHTIGEN	MON_LOOKACHTIGEN	Lookachtigen	MON_TYPE_BOUWLAND	MON_LC_ARABLE	MON_LC_ARABLE	bouwland	LC_MD_GROEN_KRU_SIE	Groenten, kruiden en sierplanten	MON_TEELTEN_LATE	0	0	0	1	1	0	0
2023	8539	Bladselder - industrie	MON_LC_ARABLE	DIV_SELDERACHTIGEN	Selderachtigen	MON_SELDERACHTIGEN	MON_SELDERACHTIGEN	Selderachtigen	MON_TYPE_BOUWLAND	MON_LC_ARABLE	MON_LC_ARABLE	bouwland	LC_MD_GROEN_KRU_SIE	Groenten, kruiden en sierplanten	MON_TEELTEN_LATE	0	0	0	1	1	0	0
2023	8540	Witte kool - industrie	MON_LC_ARABLE	DIV_KOOLACHTIGEN	Koolachtigen	MON_KOOLACHTIGEN	MON_KOOLACHTIGEN	Koolachtigen	MON_TYPE_BOUWLAND	MON_LC_ARABLE	MON_LC_ARABLE	bouwland	LC_MD_GROEN_KRU_SIE	Groenten, kruiden en sierplanten	MON_TEELTEN_LATE	0	0	0	1	1	0	0
